words,occurrences,frequency
échelle,1014,0.03681446670578052
dépense,1013,0.036778160525597306
domicile,1013,0.036778160525597306
comportement,1012,0.03674185434541409
puissance,1010,0.03666924198504766
opinion,1009,0.036632935804864444
lendemain,1008,0.03659662962468123
obligation,1006,0.0365240172643148
priorité,1004,0.03645140490394837
musulman,1002,0.036378792543581936
discipline,1000,0.036306180183215506
bord,999,0.03626987400303229
fonctionnaire,999,0.03626987400303229
inégalité,997,0.03619726164266586
préfecture,997,0.03619726164266586
soi,996,0.036160955462482644
couple,994,0.03608834310211621
village,994,0.03608834310211621
défi,990,0.03594311838138335
but,989,0.035906812201200136
carrière,987,0.035834199840833705
chemin,986,0.03579789366065049
signe,984,0.03572528130028406
scientifique,984,0.03572528130028406
discussion,983,0.035688975120100844
démocratie,980,0.0355800565795512
erreur,976,0.035434831858818336
parlement,975,0.03539852567863512
trouble,973,0.03532591331826869
langue,971,0.03525330095790226
carbone,970,0.03521699477771904
trafic,964,0.03499915769661975
budget,963,0.034962851516436536
soignant,962,0.03492654533625332
bâtiment,956,0.03470870825515403
téléphone,955,0.03467240207497081
tonne,952,0.034563483534421166
fil,952,0.034563483534421166
phase,952,0.034563483534421166
salon,951,0.03452717735423795
détention,950,0.034490871174054735
porteparole,949,0.03445456499387152
camp,949,0.03445456499387152
instant,949,0.03445456499387152
respect,947,0.03438195263350509
vol,947,0.03438195263350509
philosophie,943,0.03423672791277222
surveillance,940,0.034127809372222574
étape,939,0.03409150319203936
code,938,0.03405519701185614
personnalité,937,0.03401889083167293
mémoire,933,0.033873666110940066
atteinte,931,0.033801053750573636
réussite,930,0.03376474757039042
ecole,930,0.03376474757039042
démarche,926,0.03361952284965756
congrès,926,0.03361952284965756
véhicule,925,0.03358321666947434
culte,923,0.03351060430910791
ambition,923,0.03351060430910791
théorie,920,0.033401685768558266
surface,917,0.03329276722800862
espoir,912,0.03311123632709254
accident,912,0.03311123632709254
parc,910,0.03303862396672611
déplacement,909,0.0330023177865429
exploitation,907,0.032929705426176466
poids,907,0.032929705426176466
existence,901,0.03271186834507717
égalité,900,0.03267556216489396
photo,899,0.03263925598471074
électeur,898,0.03260294980452753
rendezvous,898,0.03260294980452753
finance,898,0.03260294980452753
figure,896,0.032530337444161096
ouvrage,893,0.03242141890361145
table,893,0.03242141890361145
capitale,890,0.032312500363061804
efficacité,887,0.03220358182251216
récit,887,0.03220358182251216
offre,885,0.03213096946214573
écologie,882,0.03202205092159608
préfet,882,0.03202205092159608
incendie,882,0.03202205092159608
mandat,882,0.03202205092159608
échec,881,0.031985744741412865
haine,880,0.03194943856122965
peuple,878,0.03187682620086322
facteur,878,0.03187682620086322
veille,878,0.03187682620086322
impression,877,0.031840520020680003
historien,876,0.03180421384049679
accusation,873,0.031695295299947135
réduction,870,0.03158637675939749
nécessité,867,0.03147745821884784
achat,867,0.03147745821884784
secret,865,0.03140484585848141
gendarme,865,0.03140484585848141
rn,864,0.031368539678298196
stage,864,0.031368539678298196
admission,863,0.03133223349811498
visage,859,0.031187008777382123
interdiction,858,0.031150702597198907
rang,856,0.031078090236832473
hypothèse,856,0.031078090236832473
assurance,855,0.031041784056649258
immigration,853,0.030969171696282827
tabac,852,0.03093286551609961
colère,851,0.030896559335916396
révolution,849,0.030823946975549965
thème,849,0.030823946975549965
taille,847,0.030751334615183534
égard,847,0.030751334615183534
pièce,847,0.030751334615183534
renseignement,843,0.030606109894450673
caractère,843,0.030606109894450673
utilisation,840,0.030497191353901026
édition,840,0.030497191353901026
témoin,837,0.03038827281335138
technique,836,0.030351966633168165
pensée,836,0.030351966633168165
assassinat,835,0.03031566045298495
lit,835,0.03031566045298495
notion,833,0.03024304809261852
progrès,828,0.03006151719170244
influence,828,0.03006151719170244
victoire,828,0.03006151719170244
fonctionnement,827,0.030025211011519226
épisode,823,0.029879986290786364
est,823,0.029879986290786364
accueil,823,0.029879986290786364
organisme,822,0.029843680110603146
lecture,820,0.029771067750236715
drogue,818,0.029698455389870284
suivi,816,0.029625843029503853
hauteur,815,0.029589536849320638
été,813,0.029516924488954207
campus,812,0.02948061830877099
mathématique,808,0.02933539358803813
mairie,808,0.02933539358803813
geste,806,0.0292627812276717
formule,805,0.029226475047488484
alcool,804,0.029190168867305268
constat,803,0.029153862687122053
bras,802,0.029117556506938837
argument,801,0.029081250326755622
party,798,0.028972331786205976
armée,797,0.02893602560602276
spécialité,796,0.028899719425839545
mobilisation,795,0.02886341324565633
apprentissage,795,0.02886341324565633
recrutement,791,0.028718188524923468
vérité,791,0.028718188524923468
piste,786,0.028536657624007387
délai,785,0.028500351443824172
général,785,0.028500351443824172
cigarette,785,0.028500351443824172
meurtre,784,0.028464045263640957
printemps,783,0.02842773908345774
infirmier,783,0.02842773908345774
bois,781,0.02835512672309131
solidarité,781,0.02835512672309131
film,780,0.028318820542908095
tentative,777,0.02820990200235845
partenaire,777,0.02820990200235845
mur,777,0.02820990200235845
voyage,775,0.028137289641992018
promotion,775,0.028137289641992018
proximité,774,0.028100983461808803
alimentation,774,0.028100983461808803
arrondissement,773,0.028064677281625587
mention,773,0.028064677281625587
l,769,0.027919452560892725
réaction,767,0.027846840200526295
sociologue,763,0.027701615479793433
surprise,761,0.027629003119427002
migrant,760,0.027592696939243787
inquiétude,759,0.02755639075906057
passé,758,0.027520084578877356
fermeture,757,0.02748377839869414
instance,756,0.027447472218510925
présidence,756,0.027447472218510925
exception,755,0.02741116603832771
adolescent,755,0.02741116603832771
norme,755,0.02741116603832771
management,754,0.027374859858144494
bataille,754,0.027374859858144494
promesse,753,0.02733855367796128
détenu,753,0.02733855367796128
frais,751,0.027265941317594845
contamination,751,0.027265941317594845
docteur,751,0.027265941317594845
conclusion,750,0.02722963513741163
importance,750,0.02722963513741163
écologiste,748,0.0271570227770452
marque,747,0.027120716596861983
contenu,746,0.027084410416678768
pilule,746,0.027084410416678768
entourage,745,0.027048104236495552
philosophe,744,0.027011798056312337
adulte,742,0.026939185695945906
humanité,741,0.02690287951576269
perspective,741,0.02690287951576269
déchet,741,0.02690287951576269
courant,741,0.02690287951576269
rupture,741,0.02690287951576269
course,740,0.026866573335579475
seuil,736,0.026721348614846614
physique,735,0.026685042434663398
dose,734,0.026648736254480183
foyer,731,0.026539817713930536
ebola,730,0.02650351153374732
innovation,729,0.026467205353564106
profession,729,0.026467205353564106
réserve,727,0.026394592993197675
profit,726,0.02635828681301446
thèse,724,0.02628567445264803
dimension,723,0.026249368272464813
concurrence,723,0.026249368272464813
stade,723,0.026249368272464813
assise,722,0.026213062092281598
partenariat,721,0.026176755912098382
gilet,720,0.026140449731915167
masse,720,0.026140449731915167
inscription,719,0.02610414355173195
quinquennat,717,0.026031531191365517
sanction,716,0.025995225011182302
installation,716,0.025995225011182302
